Chr1	1	125343518	125343519
Chr1	1	125447112	125447113
Chr1	1	138495362	138495363
Chr1	1	138821908	138821909
Chr1	1	142986316	142986317
Chr1	1	143746922	143746923
Chr1	1	145281267	145281268
Chr1	1	152495418	152495419
Chr1	1	163143430	163143431
Chr1	1	164859967	164859968
Chr1	1	172744696	172744697
Chr1	1	1753171	1753172
Chr1	1	180138562	180138563
Chr1	1	187761032	187761033
Chr1	1	211334294	211334295
Chr1	1	211704892	211704893
Chr1	1	274549009	274549010
Chr1	1	278887722	278887723
Chr1	1	281128011	281128012
Chr1	1	306241523	306241524
Chr1	1	312058272	312058273
Chr1	1	34713674	34713675
Chr1	1	35423088	35423089
Chr1	1	365051452	365051453
Chr1	1	428045318	428045319
Chr1	1	429513915	429513916
Chr1	1	429514632	429514633
Chr1	1	435689351	435689352
Chr1	1	443722260	443722261
Chr1	1	443731967	443731968
Chr1	1	455619601	455619602
Chr1	1	50192290	50192291
Chr1	1	57617523	57617524
Chr1	1	60005226	60005227
Chr1	1	66358452	66358453
Chr1	1	6690199	6690200
Chr1	1	76172906	76172907
Chr1	1	96282773	96282774
Chr1	1	136975767	136975768
Chr1	1	276415090	276415091
Chr1	1	39853288	39853289
Chr1	1	425094757	425094758
Chr1	1	429417335	429417336
Chr1	1	456698152	456698153
Chr1	1	61003988	61003989
Chr1	1	66491895	66491896
Chr2	2	107769812	107769813
Chr2	2	15414469	15414470
Chr2	2	17517122	17517123
Chr2	2	2149634	2149635
Chr2	2	2183754	2183755
Chr2	2	234096028	234096029
Chr2	2	265291715	265291716
Chr2	2	301143736	301143737
Chr2	2	366950763	366950764
Chr2	2	372998531	372998532
Chr2	2	388993198	388993199
Chr2	2	390678374	390678375
Chr2	2	391329555	391329556
Chr2	2	391577109	391577110
Chr2	2	394346575	394346576
Chr2	2	402010091	402010092
Chr2	2	402255502	402255503
Chr2	2	40476857	40476858
Chr2	2	409129557	409129558
Chr2	2	411366479	411366480
Chr2	2	413666063	413666064
Chr2	2	421456556	421456557
Chr2	2	423161242	423161243
Chr2	2	427166883	427166884
Chr2	2	434754258	434754259
Chr2	2	443658857	443658858
Chr2	2	448420976	448420977
Chr2	2	449745854	449745855
Chr2	2	453464739	453464740
Chr2	2	453807021	453807022
Chr2	2	454442977	454442978
Chr2	2	457282215	457282216
Chr2	2	460304572	460304573
Chr2	2	460917786	460917787
Chr2	2	462501829	462501830
Chr2	2	463007416	463007417
Chr2	2	464382955	464382956
Chr2	2	464819892	464819893
Chr2	2	465919853	465919854
Chr2	2	467129009	467129010
Chr2	2	467135271	467135272
Chr2	2	46751807	46751808
Chr2	2	468271051	468271052
Chr2	2	479181477	479181478
Chr2	2	491451395	491451396
Chr2	2	503583815	503583816
Chr2	2	504492057	504492058
Chr2	2	504594491	504594492
Chr2	2	506755923	506755924
Chr2	2	514899309	514899310
Chr2	2	524828222	524828223
Chr2	2	541147893	541147894
Chr2	2	541816021	541816022
Chr2	2	543678039	543678040
Chr2	2	545131372	545131373
Chr2	2	552816070	552816071
Chr2	2	554902331	554902332
Chr2	2	558711488	558711489
Chr2	2	560799039	560799040
Chr2	2	589436685	589436686
Chr2	2	589869796	589869797
Chr2	2	612650027	612650028
Chr2	2	613637911	613637912
Chr2	2	614680311	614680312
Chr2	2	72688878	72688879
Chr2	2	73795758	73795759
Chr2	2	83078931	83078932
Chr2	2	90921756	90921757
Chr2	2	99419999	99420000
Chr2	2	116636269	116636270
Chr2	2	166816993	166816994
Chr2	2	172622794	172622795
Chr2	2	28035544	28035545
Chr2	2	308834315	308834316
Chr2	2	397802479	397802480
Chr2	2	413739940	413739941
Chr2	2	431985060	431985061
Chr2	2	458106099	458106100
Chr2	2	460814920	460814921
Chr2	2	462599967	462599968
Chr2	2	466073756	466073757
Chr2	2	466259954	466259955
Chr2	2	505023366	505023367
Chr2	2	541308280	541308281
Chr2	2	566486087	566486088
Chr2	2	623944952	623944953
Chr3	3	130766881	130766882
Chr3	3	130852233	130852234
Chr3	3	144183510	144183511
Chr3	3	15018780	15018781
Chr3	3	157366275	157366276
Chr3	3	166775124	166775125
Chr3	3	229029512	229029513
Chr3	3	256189695	256189696
Chr3	3	257793581	257793582
Chr3	3	270300130	270300131
Chr3	3	272752771	272752772
Chr3	3	282775690	282775691
Chr3	3	287169865	287169866
Chr3	3	287240254	287240255
Chr3	3	289418361	289418362
Chr3	3	36208813	36208814
Chr3	3	36245092	36245093
Chr3	3	365398683	365398684
Chr3	3	372350398	372350399
Chr3	3	375641153	375641154
Chr3	3	380856331	380856332
Chr3	3	388409631	388409632
Chr3	3	398718873	398718874
Chr3	3	398718899	398718900
Chr3	3	399225566	399225567
Chr3	3	401427915	401427916
Chr3	3	401977153	401977154
Chr3	3	402209295	402209296
Chr3	3	403702960	403702961
Chr3	3	405737046	405737047
Chr3	3	407312819	407312820
Chr3	3	407446207	407446208
Chr3	3	419524396	419524397
Chr3	3	422535932	422535933
Chr3	3	430249466	430249467
Chr3	3	433558769	433558770
Chr3	3	437945609	437945610
Chr3	3	445246141	445246142
Chr3	3	445252720	445252721
Chr3	3	454334863	454334864
Chr3	3	455278856	455278857
Chr3	3	477270051	477270052
Chr3	3	477564271	477564272
Chr3	3	487397751	487397752
Chr3	3	490855740	490855741
Chr3	3	50633953	50633954
Chr3	3	511152111	511152112
Chr3	3	511303543	511303544
Chr3	3	511317217	511317218
Chr3	3	511769068	511769069
Chr3	3	516329156	516329157
Chr3	3	527987049	527987050
Chr3	3	536589752	536589753
Chr3	3	550315478	550315479
Chr3	3	553793919	553793920
Chr3	3	557288818	557288819
Chr3	3	6344421	6344422
Chr3	3	6440905	6440906
Chr3	3	74016283	74016284
Chr3	3	89580474	89580475
Chr3	3	89874787	89874788
Chr3	3	272397308	272397309
Chr3	3	275135155	275135156
Chr3	3	396833143	396833144
Chr3	3	403585067	403585068
Chr3	3	407687842	407687843
Chr3	3	435857387	435857388
Chr3	3	46157687	46157688
Chr3	3	483354993	483354994
Chr3	3	543126384	543126385
Chr4	4	147537592	147537593
Chr4	4	150804320	150804321
Chr4	4	153704536	153704537
Chr4	4	163798250	163798251
Chr4	4	204265909	204265910
Chr4	4	216231271	216231272
Chr4	4	216565048	216565049
Chr4	4	225097053	225097054
Chr4	4	229578196	229578197
Chr4	4	23432424	23432425
Chr4	4	248245050	248245051
Chr4	4	261781498	261781499
Chr4	4	271167001	271167002
Chr4	4	273386652	273386653
Chr4	4	275862363	275862364
Chr4	4	282134265	282134266
Chr4	4	282792370	282792371
Chr4	4	284047531	284047532
Chr4	4	285147731	285147732
Chr4	4	288980319	288980320
Chr4	4	289139295	289139296
Chr4	4	289531496	289531497
Chr4	4	290685759	290685760
Chr4	4	294835118	294835119
Chr4	4	297853809	297853810
Chr4	4	298201144	298201145
Chr4	4	301021875	301021876
Chr4	4	302334640	302334641
Chr4	4	302398838	302398839
Chr4	4	302427241	302427242
Chr4	4	302616665	302616666
Chr4	4	308375867	308375868
Chr4	4	308721353	308721354
Chr4	4	309054778	309054779
Chr4	4	31393412	31393413
Chr4	4	322319613	322319614
