Chr1	1753171	1753172
Chr1	6690199	6690200
Chr1	50192290	50192291
Chr1	57617523	57617524
Chr1	60005226	60005227
Chr1	66358452	66358453
Chr1	76172906	76172907
Chr1	125343518	125343519
Chr1	125447112	125447113
Chr1	142986316	142986317
Chr1	145281267	145281268
Chr1	163143430	163143431
Chr1	164859967	164859968
Chr1	187761032	187761033
Chr1	211334294	211334295
Chr1	211704892	211704893
Chr1	276415090	276415091
Chr1	278887722	278887723
Chr1	281128011	281128012
Chr1	306241523	306241524
Chr1	365051452	365051453
Chr1	428045318	428045319
Chr1	443722260	443722261
Chr1	443731967	443731968
Chr1	456698152	456698153
Chr2	2149634	2149635
Chr2	2183754	2183755
Chr2	15414469	15414470
Chr2	17517122	17517123
Chr2	40476857	40476858
Chr2	46751807	46751808
Chr2	72688878	72688879
Chr2	83078931	83078932
Chr2	90921756	90921757
Chr2	99419999	99420000
Chr2	172622794	172622795
Chr2	234096028	234096029
Chr2	265291715	265291716
Chr2	301143736	301143737
Chr2	372998531	372998532
Chr2	391329555	391329556
Chr2	391577109	391577110
Chr2	394346575	394346576
Chr2	397802479	397802480
Chr2	402255502	402255503
Chr2	409129557	409129558
Chr2	413666063	413666064
Chr2	413739940	413739941
Chr2	421456556	421456557
Chr2	423161242	423161243
Chr2	427166883	427166884
Chr2	431985060	431985061
Chr2	434754258	434754259
Chr2	448420976	448420977
Chr2	453464739	453464740
Chr2	453807021	453807022
Chr2	454442977	454442978
Chr2	457282215	457282216
Chr2	458106099	458106100
Chr2	460304572	460304573
Chr2	460814920	460814921
Chr2	460917786	460917787
Chr2	462501829	462501830
Chr2	463007416	463007417
Chr2	464382955	464382956
Chr2	465919853	465919854
Chr2	466259954	466259955
Chr2	467135271	467135272
Chr2	468271051	468271052
Chr2	506755923	506755924
Chr2	514899309	514899310
Chr2	524828222	524828223
Chr2	543678039	543678040
Chr2	552816070	552816071
Chr2	558711488	558711489
Chr2	560799039	560799040
Chr2	566486087	566486088
Chr2	589436685	589436686
Chr2	612650027	612650028
Chr2	613637911	613637912
Chr2	614680311	614680312
Chr3	6344421	6344422
Chr3	6440905	6440906
Chr3	15018780	15018781
Chr3	36208813	36208814
Chr3	36245092	36245093
Chr3	50633953	50633954
Chr3	89580474	89580475
Chr3	89874787	89874788
Chr3	130766881	130766882
Chr3	130852233	130852234
Chr3	166775124	166775125
Chr3	229029512	229029513
Chr3	256189695	256189696
Chr3	257793581	257793582
Chr3	272397308	272397309
Chr3	272752771	272752772
Chr3	275135155	275135156
Chr3	282775690	282775691
Chr3	287169865	287169866
Chr3	287240254	287240255
Chr3	365398683	365398684
Chr3	375641153	375641154
Chr3	380856331	380856332
Chr3	388409631	388409632
Chr3	399225566	399225567
Chr3	401427915	401427916
Chr3	401977153	401977154
Chr3	402209295	402209296
Chr3	403585067	403585068
Chr3	403702960	403702961
Chr3	422535932	422535933
Chr3	430249466	430249467
Chr3	433558769	433558770
Chr3	437945609	437945610
Chr3	445246141	445246142
Chr3	445252720	445252721
Chr3	455278856	455278857
Chr3	477564271	477564272
Chr3	487397751	487397752
Chr3	511303543	511303544
Chr3	516329156	516329157
Chr3	527987049	527987050
Chr3	536589752	536589753
Chr3	550315478	550315479
Chr3	557288818	557288819
Chr4	22396433	22396434
Chr4	43611088	43611089
Chr4	45415802	45415803
Chr4	71328326	71328327
Chr4	153704536	153704537
Chr4	163798250	163798251
Chr4	216231271	216231272
Chr4	216565048	216565049
Chr4	225097053	225097054
Chr4	229578196	229578197
Chr4	248245050	248245051
Chr4	261781498	261781499
Chr4	271167001	271167002
Chr4	275862363	275862364
Chr4	284047531	284047532
Chr4	288980319	288980320
Chr4	289139295	289139296
Chr4	290685759	290685760
Chr4	293409722	293409723
Chr4	297853809	297853810
Chr4	299597720	299597721
Chr4	302398838	302398839
Chr4	302616665	302616666
Chr4	308721353	308721354
Chr4	322417617	322417618
Chr4	384608506	384608507
Chr4	458374368	458374369
Chr4	469443679	469443680
Chr4	477535194	477535195
Chr4	490100788	490100789
Chr4	499057147	499057148
Chr4	505471759	505471760
Chr4	525452654	525452655
Chr5	22840467	22840468
Chr5	22843184	22843185
Chr5	25524906	25524907
Chr5	25543283	25543284
Chr5	33008821	33008822
Chr5	33024695	33024696
Chr5	33920241	33920242
Chr5	34598422	34598423
Chr5	42914871	42914872
Chr5	53387723	53387724
Chr5	59676324	59676325
Chr5	61026330	61026331
Chr5	63649413	63649414
Chr5	82157950	82157951
Chr5	92575409	92575410
Chr5	93460768	93460769
Chr5	94043607	94043608
Chr5	97143083	97143084
Chr5	99268632	99268633
Chr5	100591976	100591977
Chr5	100709334	100709335
Chr5	100825341	100825342
Chr5	101100935	101100936
Chr5	101159051	101159052
Chr5	104772139	104772140
Chr5	112270521	112270522
Chr5	128354648	128354649
Chr5	185953727	185953728
Chr5	186296103	186296104
Chr5	215214777	215214778
Chr5	264007184	264007185
Chr5	264025929	264025930
Chr5	271955000	271955001
Chr5	286430081	286430082
Chr5	299699195	299699196
Chr5	300727841	300727842
Chr5	301459794	301459795
Chr5	326748515	326748516
Chr5	350218845	350218846
Chr5	359853350	359853351
Chr5	363990448	363990449
Chr5	364047951	364047952
Chr5	364058741	364058742
Chr5	370504472	370504473
Chr5	386861414	386861415
Chr5	400051090	400051091
Chr5	422295854	422295855
Chr5	446118363	446118364
Chr5	446269643	446269644
Chr5	454036373	454036374
Chr5	457964013	457964014
Chr5	472399744	472399745
Chr5	507332872	507332873
Chr5	512465674	512465675
Chr5	514955904	514955905
Chr5	518983145	518983146
Chr5	523477836	523477837
Chr5	523769085	523769086
Chr5	526471727	526471728
Chr5	540415935	540415936
Chr5	543608804	543608805
Chr6	4609121	4609122
Chr6	16114330	16114331
Chr6	21024387	21024388
Chr6	31666658	31666659
Chr6	44677597	44677598
Chr6	48772113	48772114
Chr6	53519409	53519410
Chr6	66757930	66757931
Chr6	77812051	77812052
Chr6	85213592	85213593
Chr6	94732700	94732701
Chr6	102972723	102972724
Chr6	111543414	111543415
Chr6	115789633	115789634
Chr6	171766237	171766238
Chr6	176529330	176529331
Chr6	184450059	184450060
Chr6	193027281	193027282
Chr6	210284359	210284360
Chr6	210546660	210546661
Chr6	259709553	259709554
Chr6	265543930	265543931
Chr6	266717020	266717021
Chr6	269000336	269000337
Chr6	270927786	270927787
Chr6	270990033	270990034
Chr6	271032519	271032520
Chr6	272240637	272240638
Chr6	285261444	285261445
Chr6	293015902	293015903
Chr6	293191406	293191407
Chr6	303356190	303356191
Chr6	311485909	311485910
Chr6	318462681	318462682
Chr6	327445719	327445720
Chr6	339045631	339045632
Chr6	357900845	357900846
Chr6	364307493	364307494
Chr6	364799930	364799931
Chr6	388132283	388132284
Chr6	399030982	399030983
Chr6	419159187	419159188
Chr6	419871712	419871713
Chr6	431908742	431908743
Chr6	432015594	432015595
Chr6	452196555	452196556
Chr6	470957994	470957995
Chr6	475493054	475493055
Chr6	529887671	529887672
Chr7	581919	581920
Chr7	594633	594634
Chr7	5895423	5895424
Chr7	6315071	6315072
Chr7	15109050	15109051
Chr7	16351982	16351983
Chr7	34033552	34033553
Chr7	37909387	37909388
Chr7	50341666	50341667
Chr7	57194938	57194939
Chr7	148388295	148388296
Chr7	148476059	148476060
Chr7	148671613	148671614
Chr7	149508068	149508069
Chr7	159164015	159164016
Chr7	159420290	159420291
Chr7	179718260	179718261
Chr7	187466390	187466391
Chr7	203526722	203526723
Chr7	247763024	247763025
Chr7	247881983	247881984
Chr7	248045164	248045165
Chr7	259828690	259828691
Chr7	267784113	267784114
Chr7	272192456	272192457
Chr7	281720103	281720104
Chr7	285701756	285701757
Chr7	285809509	285809510
Chr7	288293040	288293041
Chr7	290572025	290572026
Chr7	297339934	297339935
Chr7	297918357	297918358
Chr7	332280154	332280155
Chr7	336594359	336594360
Chr7	337065882	337065883
Chr7	337569705	337569706
Chr7	340615804	340615805
Chr7	340648834	340648835
Chr7	340701080	340701081
Chr7	342279129	342279130
Chr7	393423619	393423620
Chr7	407312880	407312881
Chr7	408264436	408264437
Chr7	427948871	427948872
Chr7	436292705	436292706
Chr7	454821222	454821223
Chr7	456937958	456937959
Chr7	460669191	460669192
Chr7	463172701	463172702
Chr7	470797814	470797815
Chr7	473711093	473711094
Chr7	500898770	500898771
Chr7	515487379	515487380
Chr7	533385936	533385937
Chr7	533585775	533585776
Chr7	551049063	551049064
Chr7	565084420	565084421
Chr7	583815701	583815702
Chr7	587679048	587679049
Chr7	590080735	590080736
